"Domain","Capability","Priority","Present","MaturityScore","ProductionStatus","RelevantScreen","RelevantFile","APIOrDataSource","PermissionEvidence","AuditEvidence","TestEvidence","IntegrationEvidence","Screenshot","Gap","Risk","RecommendedNextTask","VerificationMethod","ManualUITested","CodeInspected","AutomatedTestPresent","BackendVerified","ExternalIntegrationVerified"
"T","Staff demographics reporting for HRSA grants","Medium","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","Medium","Collect staff demographics for HRSA uniform data reporting","Unable to Verify","No","No","No","No","No"
"T","Peer support specialist credential tracking","High","Partial","1","Demo","CertificationTracker","CertificationTracker.tsx","mockStaff.ts","full for human_resources","In-memory","None","None","","CPRS/CARC tracked in UI; not persisted; no verification","High","Persist peer support credentials with MBON verification","Code Inspection","No","Yes","No","No","No"
"T","Medical director contract and availability tracking","High","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","High","Track medical director contract terms and required availability hours","Unable to Verify","No","No","No","No","No"
"T","Locum tenens and contract staff credentialing","Medium","No","0","Missing","CertificationTracker","","None","","None","None","None","","Feature absent","Medium","Add contractor credentialing workflow separate from employee workflow","Unable to Verify","No","No","No","No","No"
"T","Staff turnover rate analytics and trend reporting","Medium","No","0","Missing","StaffAdmin","","None","","None","None","None","","No backend HR data","Medium","Compute turnover rate from real hire and separation dates","Unable to Verify","No","No","No","No","No"
"T","HR document management","High","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","High","Add document storage for HR records with access controls","Unable to Verify","No","No","No","No","No"
"T","Payroll data export","Medium","No","0","Missing","StaffScheduling","","None","","None","None","None","","Feature absent","Medium","Add payroll export in ADP/Paychex format from shift and overtime data","Unable to Verify","No","No","No","No","No"
"T","EAP referral tracking","Low","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","Low","Add EAP referral documentation for staff wellness","Unable to Verify","No","No","No","No","No"
"T","Staff satisfaction survey management","Medium","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","Medium","Add staff satisfaction survey with anonymous response and reporting","Unable to Verify","No","No","No","No","No"
"T","Overtime threshold alert and manager approval","Medium","No","0","Missing","StaffScheduling","","None","","None","None","None","","Feature absent","Medium","Alert managers when staff approach overtime threshold; require approval","Unable to Verify","No","No","No","No","No"
"U","Policy library management","High","Partial","2","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","localStorage persistence only; no version control","High","Migrate policy library to database with version control","Code Inspection","No","Yes","No","No","No"
"U","Policy version control and change tracking","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","No policy versioning","High","Implement versioned policies with effective date and superseded tracking","Unable to Verify","No","No","No","No","No"
"U","Policy acknowledgment tracking per staff member","Critical","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","No acknowledgment backend","Critical","Track policy acknowledgment per staff member with date and electronic signature","Unable to Verify","No","No","No","No","No"
"U","Policy expiration and renewal workflow","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","No renewal automation","High","Add policy expiration alerts and renewal assignment","Unable to Verify","No","No","No","No","No"
"U","Regulatory change tracking and impact assessment","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","High","Track regulatory changes with impact assessment and policy update workflow","Unable to Verify","No","No","No","No","No"
"U","Compliance calendar and license renewal tracking","High","Partial","2","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","Calendar in UI; localStorage only","High","Migrate compliance calendar to database with email alerts","Code Inspection","No","Yes","No","No","No"
"U","State survey preparation checklist","High","Partial","2","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","Checklist in UI; no document generation","High","Build survey-ready documentation package generator","Code Inspection","No","Yes","No","No","No"
"U","Deficiency tracking by standard and citation","High","Partial","2","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","Per-standard tracking in UI; localStorage only","High","Persist deficiencies with citation text and corrective action linkage","Code Inspection","No","Yes","No","No","No"
"U","Corrective action plan due date enforcement","High","Partial","2","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","Due dates in UI; no enforcement or alerts","High","Add CAP due date alerts with escalation to leadership","Code Inspection","No","Yes","No","No","No"
"U","CAP evidence document upload and storage","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","No file upload backend","High","Implement CAP evidence upload with object storage","Unable to Verify","No","No","No","No","No"
"U","CAP closure and verification workflow","High","Partial","1","Demo","WorkforceCompliance","WorkforceCompliance.tsx","localStorage","full for director_of_operations","localStorage","None","None","","Closure status in UI; not persisted durably","High","Add CAP closure with supervisor approval and audit record","Code Inspection","No","Yes","No","No","No"
"U","HIPAA breach response and notification documentation","Critical","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","Critical","Add breach response workflow per 45 CFR 164.400 requirements","Unable to Verify","No","No","No","No","No"
"U","HIPAA Security Rule risk analysis documentation","Critical","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","No risk analysis tooling","Critical","Conduct and document formal HIPAA Security Rule risk analysis","Unable to Verify","No","No","No","No","No"
"U","Anti-kickback and Stark Law compliance documentation","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","High","Add referral arrangement documentation and disclosure tracking","Unable to Verify","No","No","No","No","No"
"U","FWA training assignment and attestation","Critical","No","0","Missing","Training","","None","","None","None","None","","CMS-required FWA training absent","Critical","Add CMS-required FWA training with completion tracking","Unable to Verify","No","No","No","No","No"
"U","Whistleblower and anonymous reporting channel","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","High","Add anonymous reporting channel with investigation tracking","Unable to Verify","No","No","No","No","No"
"U","Patient grievance resolution tracking","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","High","Add patient grievance filing, review, and resolution workflow","Unable to Verify","No","No","No","No","No"
"U","Quality improvement PDSA cycle documentation","Medium","Partial","2","Demo","QualityImprovement","QualityImprovement.tsx","Page-local","full for director_of_operations","In-memory","None","None","","PDSA UI exists; not persisted","Medium","Persist PDSA cycles with outcome tracking","Code Inspection","No","Yes","No","No","No"
"U","Restraint and seclusion documentation","High","No","0","Missing","IncidentReporting","","None","","None","None","None","","Feature absent","High","Add R&S incident documentation per CMS Conditions of Participation","Unable to Verify","No","No","No","No","No"
"U","CMS complaint and grievance reporting","High","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","High","Add CMS complaint reporting if Medicare-certified","Unable to Verify","No","No","No","No","No"
"V","Admissions funnel conversion report","High","Partial","1","Demo","BusinessDevelopment","BusinessDevelopment.tsx","Page-local mock","full for business_development","None","None","None","","All mock data","High","Compute real conversion rates from referral and admission records","Code Inspection","No","Yes","No","No","No"
"V","Average net revenue per patient day","High","No","0","Missing","RevenueCycle","","None","","None","None","None","","No real revenue data","High","Compute net revenue from real payment postings and census data","Unable to Verify","No","No","No","No","No"
"V","Cost per admission calculation","Medium","No","0","Missing","RevenueCycle","","None","","None","None","None","","No cost accounting data","Medium","Add cost allocation and per-admission cost computation","Unable to Verify","No","No","No","No","No"
"V","No-show and cancellation rate by provider","High","Partial","1","Demo","AppointmentCalendar","AppointmentCalendar.tsx","Page-local","full for director_of_operations","None","None","None","","Mock data; no real appointment records","High","Compute no-show rate from real appointment disposition data","Code Inspection","No","Yes","No","No","No"
"V","Medication error rate tracking","Critical","No","0","Missing","NursingMAR","","None","","None","None","None","","No backend MAR data","Critical","Compute medication error rate from real MAR and incident reports","Unable to Verify","No","No","No","No","No"
"V","Incident rate by type and department","High","Partial","1","Demo","IncidentReporting","IncidentReporting.tsx","Page-local","full for director_of_operations","None","None","None","","Mock incident data","High","Compute real incident rates from persisted incident records","Code Inspection","No","Yes","No","No","No"
"V","AMA discharge rate tracking","High","Partial","1","Demo","Discharges","Discharges.tsx","mockPatients.ts","full for director_of_operations","None","None","None","","Discharge type tracked in UI; not persisted","High","Track AMA rate from real discharge records","Code Inspection","No","Yes","No","No","No"
"V","Return-to-use rate at 30/60/90 days post-discharge","High","Partial","1","Demo","OutcomeTracking","OutcomeTracking.tsx","Page-local mock","full for director_of_operations","None","None","None","","Mock outcomes data","High","Compute return-to-use rates from real follow-up contact records","Code Inspection","No","Yes","No","No","No"
"V","Employment outcome at 90 days post-discharge","Medium","Partial","1","Demo","OutcomeTracking","OutcomeTracking.tsx","Page-local mock","full for aftercare_staff","None","None","None","","Mock data","Medium","Track employment status from real aftercare contact records","Code Inspection","No","Yes","No","No","No"
"V","Housing stability outcome tracking","Medium","Partial","1","Demo","OutcomeTracking","OutcomeTracking.tsx","Page-local mock","full for aftercare_staff","None","None","None","","Mock data","Medium","Track housing stability from real aftercare contact records","Code Inspection","No","Yes","No","No","No"
"V","Social determinants of health data collection","Medium","No","0","Missing","Admissions","","None","","None","None","None","","SDOH fields absent from intake","Medium","Add SDOH screening (housing, food, transportation, employment) at intake","Unable to Verify","No","No","No","No","No"
"V","HEDIS measure calculation engine","High","No","0","Missing","QualityImprovement","","None","","None","None","None","","Feature absent","High","Implement HEDIS measure specifications (FUH, FUM, AMM) for payer reporting","Unable to Verify","No","No","No","No","No"
"V","BHQR behavioral health quality reporting","High","No","0","Missing","QualityImprovement","","None","","None","None","None","","Feature absent","High","Implement BHQR measures for state block grant reporting","Unable to Verify","No","No","No","No","No"
"V","Maryland ADAA block grant data reporting","Critical","No","0","Missing","WorkforceCompliance","","None","","None","None","None","","Feature absent","Critical","Build Maryland ADAA treatment data reporting per block grant requirements","Unable to Verify","No","No","No","No","No"
"V","Population health deidentified data export","High","Partial","1","Demo","PopulationAnalytics","PopulationAnalytics.tsx","Page-local mock","full for director_of_operations","None","None","None","","Export button exists; no real data","High","Generate real population export from persisted patient and outcome data","Code Inspection","No","Yes","No","No","No"
"V","Custom ad-hoc report builder","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Add drag-and-drop report builder with field selection and export","Unable to Verify","No","No","No","No","No"
"V","Dashboard data refresh and caching strategy","Medium","Partial","1","Demo","Dashboard","Dashboard.tsx","mockPatients.ts","full for director_of_operations","None","None","None","","No real data to cache","Medium","Implement dashboard data caching with configurable refresh interval","Code Inspection","No","Yes","No","No","No"
"V","Criminal justice involvement outcome tracking","Medium","No","0","Missing","OutcomeTracking","","None","","None","None","None","","Feature absent","Medium","Track criminal justice involvement from follow-up contact records","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 AllergyIntolerance resource","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR AllergyIntolerance resource endpoint","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Condition (diagnosis) resource","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR Condition resource for problem list and diagnoses","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Encounter resource","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR Encounter resource for admissions and visits","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Observation resource for vital signs","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR Observation for vital signs","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Observation resource for lab results","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR Observation for laboratory results","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 DiagnosticReport resource","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Implement FHIR DiagnosticReport for laboratory and imaging results","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 CarePlan resource","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR CarePlan for treatment plan interoperability","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Goal resource","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Implement FHIR Goal resource linked to CarePlan","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Coverage resource for insurance","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Implement FHIR Coverage resource for insurance data exchange","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 Claim and ClaimResponse resources","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR Claim resource for billing interoperability","Unable to Verify","No","No","No","No","No"
"W","FHIR R4 $everything patient bundle","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement FHIR $everything operation for patient summary export","Unable to Verify","No","No","No","No","No"
"W","HL7 v2 ORU inbound lab results interface","High","No","0","Missing","OrderEntry","","None","","None","None","None","","Feature absent","High","Implement HL7 ORU message processing for inbound lab results","Unable to Verify","No","No","No","No","No"
"W","HL7 v2 ORM outbound order interface","High","No","0","Missing","OrderEntry","","None","","None","None","None","","Feature absent","High","Implement HL7 ORM order message for lab and imaging order routing","Unable to Verify","No","No","No","No","No"
"W","HL7 v2 SIU scheduling event interface","Medium","No","0","Missing","AppointmentCalendar","","None","","None","None","None","","Feature absent","Medium","Implement HL7 SIU messages for scheduling system integration","Unable to Verify","No","No","No","No","No"
"W","HL7 v2 MDM document notification","Medium","No","0","Missing","MedicalRecords","","None","","None","None","None","","Feature absent","Medium","Implement HL7 MDM message for document availability notification","Unable to Verify","No","No","No","No","No"
"W","SMART on FHIR app launch protocol","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Implement SMART on FHIR for third-party clinical app integration","Unable to Verify","No","No","No","No","No"
"W","CDA/CCDA clinical summary generation at discharge","High","No","0","Missing","MedicalRecords","","None","","None","None","None","","Feature absent","High","Implement CCDA Transition of Care summary at discharge","Unable to Verify","No","No","No","No","No"
"W","NCPDP SCRIPT e-prescribing network integration","Critical","No","0","Missing","PhysicianOrders","","None","","None","None","None","","Feature absent","Critical","Integrate Surescripts NCPDP SCRIPT for electronic prescribing","Unable to Verify","No","No","No","No","No"
"W","Electronic care transition summary at discharge","High","No","0","Missing","DischargeSummary","","None","","None","None","None","","Feature absent","High","Generate and transmit care transition summary via Direct or FHIR","Unable to Verify","No","No","No","No","No"
"W","API developer portal and OpenAPI documentation","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Publish OpenAPI documentation for all API endpoints","Unable to Verify","No","No","No","No","No"
"X","Password complexity enforcement","Critical","No","0","Missing","LoginPage","","None","","None","None","None","","No password system","Critical","Enforce password policy: 12+ chars, complexity, no reuse","Unable to Verify","No","No","No","No","No"
"X","Account lockout after failed login attempts","Critical","No","0","Missing","LoginPage","","None","","None","None","None","","No authentication backend","Critical","Lock accounts after 5 failed attempts with configurable duration","Unable to Verify","No","No","No","No","No"
"X","Concurrent session control","High","No","0","Missing","LoginPage","","None","","None","None","None","","No session management","High","Enforce single active session or notify on new session from different device","Unable to Verify","No","No","No","No","No"
"X","Session idle timeout — InactivityModal UI present","Critical","Partial","1","Demo","LoginPage","InactivityModal.tsx","None","All roles","None","None","None","","InactivityModal UI exists; no real server-side session termination","Critical","Implement server-side session expiry triggered by idle timeout","Code Inspection","No","Yes","No","No","No"
"X","Emergency break-glass access workflow","High","No","0","Missing","PatientDetail","","None","","None","None","None","","Feature absent","High","Add break-glass access with required justification and audit notification","Unable to Verify","No","No","No","No","No"
"X","Break-glass access audit and security alert","Critical","No","0","Missing","PatientDetail","","None","","None","None","None","","No backend audit","Critical","Log and alert on every break-glass access within 15 minutes","Unable to Verify","No","No","No","No","No"
"X","Temporary access grant with automatic expiration","High","No","0","Missing","StaffAdmin","","None","","None","None","None","","Feature absent","High","Allow time-limited access grants that auto-expire","Unable to Verify","No","No","No","No","No"
"X","Role assignment change requiring dual approval","High","No","0","Missing","RoleExplorer","","None","","None","None","None","","No approval workflow","High","Require manager and security admin approval for elevated role assignment","Unable to Verify","No","No","No","No","No"
"X","API rate limiting per endpoint and client","Critical","No","0","Missing","","","None","","None","None","None","","No API backend with rate limiting","Critical","Implement per-endpoint rate limits with 429 and backoff","Unable to Verify","No","No","No","No","No"
"X","OAuth2 access token expiration and refresh rotation","Critical","No","0","Missing","","","None","","None","None","None","","No token-based auth","Critical","Implement short-lived access tokens with refresh token rotation","Unable to Verify","No","No","No","No","No"
"X","Device trust enforcement for clinical workstations","High","No","0","Missing","LoginPage","","None","","None","None","None","","Feature absent","High","Implement device registration or MDM policy for clinical device access","Unable to Verify","No","No","No","No","No"
"X","PHI field-level encryption at rest","Critical","No","0","Missing","All","","None","","None","None","None","","No database; encryption moot until DB added","Critical","Implement database encryption at rest with documented key management","Unable to Verify","No","No","No","No","No"
"X","TLS 1.2+ enforcement in transit","Critical","Unknown","0","Unknown","All","","None","","None","None","None","","Cannot confirm from codebase; hosting-dependent","Critical","Enforce TLS 1.2 minimum and HSTS at hosting layer","Unable to Verify","No","No","No","No","No"
"X","Security incident response plan documented","Critical","No","0","Missing","","","None","","None","None","None","","No documentation found","Critical","Document incident response plan per NIST 800-61","Unable to Verify","No","No","No","No","No"
"X","PHI de-identification capability","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement de-identification pipeline for analytics and research use","Unable to Verify","No","No","No","No","No"
"X","Patient data deletion and correction workflow","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement patient data deletion/correction request workflow","Unable to Verify","No","No","No","No","No"
"X","SAST in development workflow","High","No","0","Missing","","","None","","None","None","None","","No SAST tooling configured","High","Add ESLint security rules and Semgrep to pre-commit and CI","Unable to Verify","No","No","No","No","No"
"X","Automated dependency vulnerability scanning in CI","High","No","0","Missing","","","None","","None","None","None","","pnpm audit not in CI","High","Add pnpm audit to CI pipeline with failure threshold","Unable to Verify","No","No","No","No","No"
"X","Annual penetration test with clinical application scope","Critical","No","0","Missing","","","None","","None","None","None","","No evidence of pen test","Critical","Contract annual pen test from qualified vendor before production","Unable to Verify","No","No","No","No","No"
"X","HIPAA Security Officer designated and documented","Critical","No","0","Missing","","","None","","None","None","None","","No evidence in codebase","Critical","Designate HIPAA Security Officer per 45 CFR 164.308(a)(2)","Unable to Verify","No","No","No","No","No"
"Y","Infrastructure-as-code configuration","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Define all infrastructure as code for reproducibility","Unable to Verify","No","No","No","No","No"
"Y","Staging environment parity with production","High","No","0","Missing","","","None","","None","None","None","","No staging environment","High","Provision staging environment matching production configuration","Unable to Verify","No","No","No","No","No"
"Y","Database schema migration management","Critical","No","0","Missing","","","None","","None","None","None","","No database or migration tooling","Critical","Implement database migration tooling before production","Unable to Verify","No","No","No","No","No"
"Y","Zero-downtime deployment capability","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement blue/green or rolling deployment strategy","Unable to Verify","No","No","No","No","No"
"Y","Application health check endpoint","High","No","0","Missing","","api-server","None","N/A","None","None","None","","No /health endpoint in api-server artifact","High","Implement /health endpoint returning service status and DB connectivity","Code Inspection","No","Yes","No","No","No"
"Y","Structured JSON log aggregation","High","No","0","Missing","","","None","","None","None","None","","Console.info only; no structured logging","High","Implement structured JSON logging shipped to log aggregation service","Unable to Verify","No","No","No","No","No"
"Y","Uptime synthetic monitoring","High","No","0","Missing","","","None","","None","None","None","","No synthetic monitoring","High","Configure uptime monitoring with 1-minute checks and PagerDuty alerts","Unable to Verify","No","No","No","No","No"
"Y","RTO and RPO documented and tested","Critical","No","0","Missing","","","None","","None","None","None","","No documentation","Critical","Define and test RTO and RPO before production","Unable to Verify","No","No","No","No","No"
"Y","Disaster recovery drill documented annually","Critical","No","0","Missing","","","None","","None","None","None","","No DR documentation","Critical","Conduct and document annual DR drill","Unable to Verify","No","No","No","No","No"
"Y","Vendor BAA executed for all PHI-handling services","Critical","No","0","Missing","","","None","","None","None","None","","Cannot confirm from codebase","Critical","Execute BAA with all vendors before any real PHI enters systems","Unable to Verify","No","No","No","No","No"
"Y","SOC 2 Type II report for hosting vendor","High","No","0","Missing","","","None","","None","None","None","","Cannot confirm from codebase","High","Obtain SOC 2 Type II report from hosting and infrastructure vendors","Unable to Verify","No","No","No","No","No"
"Y","Capacity planning and load testing","High","No","0","Missing","","","None","","None","None","None","","No load testing performed","High","Define expected concurrent user count and perform load testing before launch","Unable to Verify","No","No","No","No","No"
"Y","CDN configuration for static asset delivery","High","No","0","Missing","","","None","","None","None","None","","4.8 MB bundle without CDN degrades clinical performance","High","Configure CDN (Cloudflare) for JS bundle delivery","Unable to Verify","No","No","No","No","No"
"Y","Route-based code splitting for bundle size","High","Partial","1","Demo","All","vite.config.ts","None","N/A","None","None","None","","Single 4.8 MB chunk; Vite split warning present; lazy loading not implemented","High","Implement React lazy() and Suspense for route-level code splitting","Code Inspection","No","Yes","No","No","No"
"Y","Feature flag management for safe rollouts","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Implement feature flags for incremental rollouts","Unable to Verify","No","No","No","No","No"
"Z","Patient-facing portal login","Critical","No","0","Missing","","","None","","None","None","None","","Patient portal entirely absent","Critical","Build patient-facing portal with credential-based login and MFA","Unable to Verify","No","No","No","No","No"
"Z","Patient access to their own treatment plan","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Allow patients to view (not edit) their current treatment plan","Unable to Verify","No","No","No","No","No"
"Z","Patient appointment self-scheduling","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Allow patients to request or book appointments from the portal","Unable to Verify","No","No","No","No","No"
"Z","Patient appointment reminders via SMS","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Send SMS appointment reminders via Twilio or similar","Unable to Verify","No","No","No","No","No"
"Z","Patient appointment reminders via email","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Send email appointment reminders via SendGrid or similar","Unable to Verify","No","No","No","No","No"
"Z","Patient secure messaging with care team","High","No","0","Missing","","","None","","None","None","None","","SecureMessaging exists for staff; no patient-facing channel","High","Build patient-to-staff secure messaging with no PHI in email transport","Unable to Verify","No","No","No","No","No"
"Z","Patient current medication list view","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Allow patients to view their current medications from the portal","Unable to Verify","No","No","No","No","No"
"Z","Patient lab result view with configurable delay","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Allow patients to view lab results with configurable disclosure delay","Unable to Verify","No","No","No","No","No"
"Z","Patient health history questionnaire completion","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Allow patients to complete intake questionnaires prior to admission","Unable to Verify","No","No","No","No","No"
"Z","Patient document upload for insurance and ID","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Allow patients to upload insurance cards and identification prior to admission","Unable to Verify","No","No","No","No","No"
"Z","Patient consent form digital signing","Critical","No","0","Missing","","","None","","None","None","None","","Feature absent","Critical","Allow patients to review and digitally sign consent forms via patient portal","Unable to Verify","No","No","No","No","No"
"Z","Patient satisfaction survey completion","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Allow patients to complete satisfaction surveys through the portal","Unable to Verify","No","No","No","No","No"
"Z","Patient billing statement view and payment","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Allow patients to view statements and make payments from the portal","Unable to Verify","No","No","No","No","No"
"Z","Discharged patient aftercare plan access","Medium","No","0","Missing","","","None","","None","None","None","","Feature absent","Medium","Allow discharged patients to view their aftercare plan and follow-up resources","Unable to Verify","No","No","No","No","No"
"Z","Patient portal WCAG 2.1 AA accessibility compliance","Critical","No","0","Missing","","","None","","None","None","None","","Portal does not exist; must be built to WCAG 2.1 AA","Critical","Ensure patient portal meets WCAG 2.1 AA accessibility requirements","Unable to Verify","No","No","No","No","No"
"AA","Patient portal SSO with treatment facility credentials","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement OIDC SSO between staff system and patient portal","Unable to Verify","No","No","No","No","No"
"AA","Patient portal two-factor authentication","Critical","No","0","Missing","","","None","","None","None","None","","Feature absent","Critical","Implement patient portal MFA via SMS or authenticator app","Unable to Verify","No","No","No","No","No"
"AA","Patient portal session management and idle timeout","High","No","0","Missing","","","None","","None","None","None","","Feature absent","High","Implement patient portal session idle timeout per HIPAA requirements","Unable to Verify","No","No","No","No","No"
"AA","Patient identity verification at portal enrollment","Critical","No","0","Missing","","","None","","None","None","None","","Feature absent","Critical","Implement identity proofing (NIST 800-63-3 IAL2) for patient portal enrollment","Unable to Verify","No","No","No","No","No"
"AA","Multilingual support for non-English patients","Medium","No","0","Missing","All","","None","","None","None","None","","No i18n implementation found","Medium","Implement i18n framework (react-intl) with Spanish translation as first priority","Unable to Verify","No","No","No","No","No"
"AA","Mobile-responsive design for staff access from tablets","High","Partial","2","Demo","All","App.tsx","None","N/A","None","None","None","","Responsive classes present; not verified on all 70 pages; no tablet-specific testing","Medium","Complete responsive design review across all 70 pages and validate on tablet viewport","Code Inspection","No","Yes","No","No","No"
